,red_text,black_text,color,temp,service
6214,"Ирмос:
",,red,,
6215,"Слава:
",,red,,
6216,,"Радуйся девственная похвало, радуйся Мати Пречистая, Юже вся тварь божественными песньми величаем.
Се к нам Утешителя иного низпослал еси, единосущна Тебе Слове, и Отцу Твоему сопрестольна.
Спаси от искушения Утешителю, Бога мудрствующыя Тя, и славословящыя твое превечное бытие.
",black,,
6217,"И ныне: Богородичен:
",,red,,
6218,,"Прииди к нам Утешителю, Твоего утешения исполняяй, славою Твоею неизреченною богословящыя.
",black,,
6219,"Вместо Достойно: поем ирмос тойже.
",,red,,
6220,,"Невесто Божия Всенепорочная, славословящыя Тя и чтущыя достойно, избави о искушений молитвами Твоими.
",black,,
6221,"По трисвятом кондак праздника.
",,red,,
6222,"## Понедельник
",,red,8_2,
6223,"В понедельник святаго духа, на полунощнице
",,red,,
6224,"По 1-м трисвятом глаголем тропарь праздника. По 2-м трисвятом глаголем кондак праздника.
",,red,,
6225,"12. И отпуст. Молитвы же за упокой не глаголем.
",,red,,
6226,,"Господи помилуй.
",black,,
6227,"### На Утрени
",,red,,8_2_1
6228,"тропарь праздника трижды.
",,red,,
6229,,"На Бог Господь:
",black,,
6230,"По 1-м стихословии, седален, глас 4.
",,red,,
6231,"Подобен:
",,red,,
6232,"[Дважды.]
",,red,,
6233,,"Удивися Иосиф:
Попразднственный вернии, и конечный праздник, празднуим светло, сей есть Пятдесятница, обещания исполнение и предложения: в сей бо огнь Утешителев сниде на землю, яко в виде язык, и ученики просвети, и сия неботаинники показа. Свет прииде Утешителя, и мир просвети.
",black,,
6234,"По 2-й кафисме седален, глас и подобен тойже:
",,red,,
6235,"[Дважды.]
",,red,,
6236,,"Духа источник пришед на землю, во огненныя реки разделяяся мысленно, апостолы орошаше просвещая: и бысть им облак орошаяй огнь, просвещаяй тех и одождяяй пламень, имиже мы прияхом благодать, огнем же и водою. свет прииде утешителя, и мир просвети.
",black,,
6237,"Таже оба канона праздника: 7-го гласа, со ирмосом на 8: и 4-го гласа, со ирмосом на 6. Катавасиа:
",,red,,
6238,"По 3-й песни, седален, глас 8. Подобен:
",,red,,
6239,,"Божественным покровен:оба лика вкупе.
",black,,
6240,"[Дважды.]
",,red,,
6241,,"Премудрости слова:
Всесвятый Дух, ныне сошед на апостолы видом огненным, ужасом исполни языков собрания: языки бо глаголющих огненными Человеколюбче, свою кийждо беседу слышаше. Темже и чудо неверным, яко пиянство, верным же спасительное воистинну познавашеся. Сего ради славим державу Твою Христе Боже, прегрешений оставления просяще, низпослати богатно рабом Твоим.
",black,,
6242,"По 6-й песни, кондак и икос, праздника.
",,red,,
6243,"Синаксарий в пнельник по пятдесятнице, сиесть, святаго духа.
",,red,,
6244,"Стихи:
",,red,,
6245,"Честнейшую: не поем:
",,red,,
6246,,"Всякое дыхание прослави духа Господня:
Имже лукавых духов всуе дерзости.
",black,,
6247,"По 9-й песни ексапостиларий праздника дважды: другий единожды.
",,red,,
6248,"На хвалитех:
",,red,,
6249,"поставим стихи 4. И поем стихиры самогласны, глас 2:
",,red,,
6250,,"Всякое дыхание:
",black,,
6251,"Слава, и ныне: глас 8:
",,red,,
6252,,"Во пророцех возвестил еси нам путь спасения, и во апостолех возсия Спасе наш благодать Духа Твоего. Ты еси Бог первый, Ты и по сих, и во веки Ты еси Бог наш.
Во дворех Твоих воспою Тя Спаса мира, и преклонь колена поклонюся Твоей непобедимей силе, вечер, и утро, и полудне, и на всякое время благословлю Тя Господи.
Во дворех Твоих Господи, вернии колена душ и телес преклонше, воспеваем Тя безначальнаго Отца, и собезначальнаго сына, и соприсносущнаго и Пресвятаго Духа, просвещающаго и освящающаго души нашя.
",black,,
6253,"Славословие великое. Тропарь праздника, ектении. И отпуст глаголем праздника:
",,red,,
6254,,"Языцы иногда размесишася дерзости ради столпотворения: языцы же ныне умудришася славы ради боговедения. Тамо осуди нечестивыя погрешением: зде просветил есть Христос рыбари Духом. Тогда упразднися безгласие к мучению: ныне обновляется согласие ко спасению душ наших.
",black,,
6255,"и час 1-й.
",,red,,
6256,,"Иже в виде огненных язык:
",black,,
6257,"На литургии изъобразительная. И от канона праздника, песнь 3-я и 6-я. Таже иерей, или диакон:
",,red,,
6258,"И входное:
",,red,,
6259,,"Премудрость, прости.
",black,,
6260,"Тропарь, глас 8:
",,red,,
6261,,"Вознесися Господи силою Твоею, воспоем и поем силы Твоя.
",black,,
6262,"Слава, и ныне, кондак, глас, 8.
",,red,,
6263,,"Благословен еси Христе Боже наш:
",black,,
6264,"Трисвятое.
",,red,,
6265,,"Егда снизшед:
",black,,
6266,"Прокимен Апостола, глас 6:
",,red,,
6267,"Стих:
",,red,,
6268,,"Спаси Господи люди Твоя, и благослови достояние Твое.
",black,,
6269,"Апостол ко ефесеем, зачало 229:
",,red,,
6270,,"К Тебе Господи воззову, Боже мой, да не премолчиши от мене.
",black,,
6271,"Аллилуиа, глас 2:
",,red,,
6272,,"Яко чада света ходите:
",black,,
6273,"Стих:
",,red,,
6274,,"Помилуй мя Боже, по велицей милости Твоей.
",black,,
6275,"Еванглие от Матфеа, зачало 75:
",,red,,
6276,,"Не отвержи мене от лица Твоего и Духа Твоего Святаго не отими от мене.
",black,,
6277,"Причастный:
",,red,,
6278,,"Блюдите, да не презрите единаго от малых:
",black,,
6279,"Трижды.
",,red,,
6280,,"Дух Твой Благий наставит мя на землю праву. Аллилуиа.
",black,,
6281,"[зри]
",,red,,
6282,"Ведомо же буди, яко седмица сия Святыя Пентикостии разрешаема есть на сыр, рыбы, вино и елей.
",,red,,
6283,"Оставляются же и междочасия часов, и иже в Повечериах певаемый канон пресвятыя Богородицы.
",,red,,
6284,"### В понедельник вечера
",,red,,8_2_2
6285,"На
",,red,,
6286,"поставим стихов, 6: и поем стихиры подобны, глас 1. Подобен:
",,red,,
6287,,"Господи воззвах:
",black,,
6288,"И Минеи, 3. Слава, и ныне: глас 1:
",,red,,
6289,,"Небесных чинов:
Ныне обновляются языцы величии Божиими, иновещанными словесы, яко в виде огненном, во уверение всех сущих на земли, поведати яснейши, ныне знамение языком воистинну спасение пришел еси.
Юже низпослати обещал еси учеником Твоим Христе с высоты силу, исполнивый, посылаеши Святаго Твоего Духа, показавый нам, яко Ты еси истина, и на тя уповающии блаже, воистинну не посрамляются.
Предъобещание Исполнивый, Твоего Утешителя, яко во огненных языцех послал еси миру, всех грехи божественным огнем слияти, и дати нам еже к нему общение истинное, верно богословящым его.
",black,,
6290,"На стиховне стихиры, глас 2.
",,red,,
6291,,"Пятдесятницу празднуим, и духа пришествие, и предложение обещания, и надежды исполнение, и таинство елико, яко велико же и честно. Темже вопием Ти: содетелю всех, Господи слава Тебе.
",black,,
6292,"Подобен:
",,red,,
6293,"Стих:
",,red,,
6294,,"Доме Евфрафов:
Делом учеником, якоже обещал еси слове, послал еси божественнаго и Святаго Твоего Духа, и сия просветил еси.
",black,,
6295,"Стих:
",,red,,
6296,,"Сердце чисто созижди во мне боже:
Внезапу с небесе апостолы вся божественнаго утешителя сила, всемудры и богословны показа.
",black,,
6297,"Слава, и ныне: глас 1:
",,red,,
6298,,"Не отвержи мене от лица Твоего:
Род инородных, слышаще недоумевахуся, языки своими, божественныя апостолы, Троицу величающыя.
",black,,
6299,"## Вторник
",,red,8_3,
6300,"### Во вторник на Утрени
",,red,,8_3_1
6301,"По 1-м стихословии седален, глас 1.
",,red,,
6302,,"Языками инородных обновил еси Христе, Твоя ученики, да теми Тя проповедят безсмертнаго Слова и Бога, подающаго душам нашым велию милость.
",black,,
6303,"Подобен:
",,red,,
6304,"Слава, и ныне: тойже.
",,red,,
6305,,"Гроб твой:
Счиняю, своспеваю, сславлю, спочитаю Отцу и Сыну духа всесвятаго, соединяя божеством, разделяя свойствы: сице бо сей Христовы Апостолы ныне одеяв, во всем мире проповедати упремудри.
",black,,
6306,"По 2-м стихословии седален, глас 4.
",,red,,
6307,"Подобен:
",,red,,
6308,"Слава, и ныне: тойже.
",,red,,
6309,,"Скоро предвари:
Христовы ученики духа благодать, страшно с небесе сошедши в виде огненном, просвети, и светильники показа возвещающыя Святыя Троицы едину силу, и господьство едино, еже верою славим.
",black,,
6310,"Псалом 50. И канон праздника 7-го гласа, со ирмосы на 8: и минеи на 4. Кондак, и ексапостиларий праздника.
",,red,,
6311,"На стиховне стихиры, глас 2.
",,red,,
6312,"Подобен:
",,red,,
6313,"Стих:
",,red,,
6314,,"Доме Евфрафов:
Зарею богоначальною ум просветивше, ученицы твои слове, существенно Духа Святаго прияша.
",black,,
6315,"Стих:
",,red,,
6316,,"Сердце чисто созижди во мне Боже:
Языцы со огнем, с высоты видими бывше, на апостолы снидоша, разделяеми, просвещающе, не опаляюще.
",black,,
6317,"Слава и ныне: глас 1:
",,red,,
6318,,"Не отвержи мене от лица Твоего:
Свыше к нам Утешителю пришед, яко прежде Апостолом, освяти и спаси, Тя Бога проповедающыя.
",black,,
6319,"На Литургии блаженна от канона праздника, обоих творцов песнь 1-я, на 6.
",,red,,
6320,,"Вся подает Дух Святый, точит пророчествия, священники совершает, некнижныя мудрости научи, рыбари богословцы показа, весь собирает собор церковный: единосущне и сопрестольне Отцу и Сыну, Утешителю слава Тебе.
",black,,
6321,"### Во вторник вечера
",,red,,8_3_2
6322,"На
",,red,,
6323,"поставим стихов 6. И поем стихиры подобны, глас 1.
",,red,,
6324,,"Господи воззвах:
",black,,
6325,"Подобен:
",,red,,
6326,"И Минеи, 3. Слава, и ныне: глас 2:
",,red,,
6327,,"Небесных чинов:
Яко срасленно, яко свойственно словесным небесем, огнеобразными языки возвещати языком славу Бога, огнем небеса украсившаго, и озарившаго мир чувственный, с Сыном же и Духом.
В Сионе собранным учеником Христовым, якоже обещание, Дух Святый на сия пришед видом огненным, огнедохновенны я показа, вещании тайными учения троическая витийствующыя.
Небокованныя мечи, священныя ученики, Священный Дух пришед соверши: землю освятиша Богу Творцу, несвященныя посекше, яко исчезнути оружием лукаваго, и спастися душам нашым.
",black,,
6328,"На стиховне стихиры подобны, глас 4.
",,red,,
6329,,"Видехом свет истинный, прияхом Духа Небеснаго, обретохом веру истинную, нераздельней Троице покланяемся: та бо нас спасла есть.
",black,,
6330,"Подобен:
",,red,,
6331,"Стих:
",,red,,
6332,,"Дал еси знамение:
Днесь найде Пресвятаго Твоего Духа действие Господи на апостолы Твоя, и премудры показав боговедением, и исполни я блаженнаго учения Твоего. Темже Твое спасительное смотрение славим, Иисусе Всесильне, Спасе душ наших.
",black,,
6333,"Стих:
",,red,,
6334,,"Сердце чисто созижди во мне Боже:
Днесь Дух твой всесильный владыко, от отца посылается, тебе единосущный, во огненных языцех, подаяти же величия Твоя глаголати, апостолы твоя устрои. Темже спасительное твое смотрение славим, Иисусе всесильне, Спасе душ наших.
",black,,
6335,"Слава и ныне: глас 6.
",,red,,
6336,,"Не отвержи мене от лица Твоего:
Днесь излиял еси утешителя Твоего духа, Спасе, дарования, подав человеческому естеству пророчествовати, якоже рекл еси слове, и троице покланятися нераздельно снаказал еси. Темже твое спасительное смотрение славим, Иисусе всесильне, Спасе душ наших.
",black,,
6337,"Таже, Ныне отпущаеши: тропарь, и отпуст.
",,red,,
6338,,"Господи, Святаго Духа нашествие, апостолы Твоя исполнившее, иными языки глаголати устрои: темже преславное, неверным убо пиянство мняшеся, верным же ходатайственно спасения. Егоже сияния и нас сподоби, молим Ти ся человеколюбче.
",black,,
6339,"## Среда
",,red,8_4,
6340,"### В среду на Утрени
",,red,,8_4_1
6341,"На
",,red,,
6342,"тропарь праздника трижды.
",,red,,
6343,,"Бог Господь:
",black,,
6344,"По 1-й кафисме седален, глас 5.
",,red,,
6345,"Подобен:
",,red,,
6346,"Слава, и ныне: тойже.
",,red,,
6347,,"Собезначальное:
Духовная благодать, пришедши от нищих ловец апостол Твоих, просвети Христе премудрыя и князи: ихже учением и мы пятдесятницы праздник светлый присно совершаем, со Отцем Тебе поюще и божественным духом.
",black,,
6348,"По 2-й кафисме седален, глас 8.
",,red,,
6349,"Подобен:
",,red,,
6350,"Слава, и ныне: тойже:
",,red,,
6351,,"Премудрости:
Всесвятый Дух ныне сошед на апостолы видом огня, ужасом исполни язык собрания: языки бо огненными Человеколюбче глаголющым, свою кийждо беседу слышаше. Темже и чудо неверным, яко пиянство, верным же спасение воистинну познавашеся: сего ради славим державу Твою Христе Боже, прегрешений оставления просяще, низпослати богатно рабом Твоим.
",black,,
6352,"Канон праздника, и минеи. По 9-й песни, ексапостиларий праздника.
",,red,,
6353,"На стиховне стихиры, глас 2.
",,red,,
6354,"Подобен:
",,red,,
6355,"Стих:
",,red,,
6356,,"Доме Евфрафов:
Свыше к нам Утешителю пришедый, якоже первее ко апостолом, освяти и спаси тебе бога проповедающих.
",black,,
6357,"Стих:
",,red,,
6358,,"Сердце чисто созижди во мне Боже:
Внезапу с небесе, Апостолы вся, Божественнаго Утешителя сила, всемудры и богословцы показа.
",black,,
6359,"Слава, и ныне: глас 6:
",,red,,
6360,,"Не отвержи мене от лица Твоего:
Зарею богоначальною ум просветивше, ученицы твои слове, существенно Дух Святый прияша.
",black,,
6361,"Таже час 1-й. И отпуст.
",,red,,
6362,,"Царю Небесный, Утешителю, Душе истины, Иже везде сый, и вся исполняяй, Сокровище благих, и жизни Подателю, прииди и вселися в ны, и очисти ны от всякия скверны, и спаси Блаже душы нашя.
",black,,
6363,"На Литургии блаженна от канона праздника, обоих творцов песнь 4-я, на 6.
",,red,,
6364,"### В ту же среду пятдесятную вечера
",,red,,8_4_2
6365,"На
",,red,,
6366,"поставим стихов, 6: праздника 3, и Минеи 3: Стихиры праздника, глас 4.
",,red,,
6367,,"Господи воззвах:
",black,,
6368,"Подобен:
",,red,,
6369,"Слава и ныне, глас 7:
",,red,,
6370,,"Званный свыше:
Се день радости и веселия, свыше явися священным учеником Дух Святый днесь, огненным видом от отца, и всех просвети: сказатели яви рыбари мудрецы, якоже Лука написа богогласный, духом нужным исполняяй всяческая. Темже верою дивящеся, восхваляем Христа Бога нашего многую милость, и крайнее снизшествие.
Пятдесятницу празднуим святую, и Духа силу, и истинную радость, божественныя надежди совершение, и таинства еже от века явившагося нам. Темже и вопием Ти: Содетелю всех, не отими Духа Твоего от нас слове, но с небесе спасе посли, молитвами святых и всеславных честных Апостол Твоих, мир подаждь душам нашым, молимся.
Небеса одушевленная поведают днесь Спасова величия, и весь мир проидоша, ясно проповедати Утешителеву божественную силу, и просветиша всю тварь ученьми, еже воспевати неразделимую Троицу едину, в три лица неслиянну. Темже верою празднуем Святаго Духа пришествие, свыше явившееся, и просвещающее концы.
",black,,
6371,"Таже:
",,red,,
6372,,"Утешителя имуще ко Отцу Христа Бога, утешителю иному пришедшему к нам на землю днесь, духу святому верою поклонимся.
",black,,
6373,"На стиховне стихиры, глас 1.
",,red,,
6374,,"Свете тихий:
",black,,
6375,"Подобен:
",,red,,
6376,"Стих:
",,red,,
6377,,"Прехвальнии мученицы:
Духа Святаго, от отца исходящаго, и в сыне прославляемаго, имже и носятся и держатся вся, и животом содержатся, и живут, и пребывают, и спасаются, богословим: непостижимый утешителю, мир мирови твоему даруй.
Стих: Сердце чисто созижди во мне боже:
Дух Святый, источник всякия благости, существенне прииде, земныя концы небесною силою, Апостол ради исполнити, и божественною благостию. Тому возопиим: несказанный утешителю, мир мирови Твоему даруй.
",black,,
6378,"Слава, и ныне, глас 8:
",,red,,
6379,,"Не отвержи мене от лица твоего:
Дух Святый Бог, сраслен и сопрестолен Отцу и Слову познавается, Свет пресовершенный от Света просиявый, от безначальнаго совершеннаго Отца, и сыном происходяй. Тому возопиим: жизнодавче утешителю, мир мирови Твоему даруй.
",black,,
6380,"Таже:
",,red,,
6381,,"Егда Духа Твоего послал еси Господи, седящым апостолом, тогда еврейския дети зряще ужасахуся ужасом: слышаху бо я вещающя иными странными языки, якоже Дух подаваше им. Невежди бо суще умудришася, и языки в веру уловивше, божественная ветийствоваху. Темже и мы вопием Ти: иже на земли явлейся, и от прелести спасый нас, Господи слава Тебе.
",black,,
6382,"тропарь. И отпуст.
",,red,,
6383,,"Ныне отпущаеши:
",black,,
6384,"## Четверг
",,red,8_5,
6385,"### В четверток пятдесятныя недели, на Утрени
",,red,,8_5_1
6386,"На
",,red,,
6387,"тропарь праздника, трижды. По 1-й кафисме седален, глас 8.
",,red,,
6388,,"Бог Господь:
",black,,
6389,"Подобен:
",,red,,
6390,"Слава, и ныне: тойже.
",,red,,
6391,,"Гроб твой:
Се пророческая исполняются проречения, сия бо зарями примрачными покрывый, в будущих явление, яко Бог утешитель, ныне излияся Апостолом богатно, теми же и верно покланяющымся троице несозданней.
",black,,
6392,"По 2-й кафисме седален, глас 8.
",,red,,
6393,"Подобен:
",,red,,
6394,"Слава, и ныне: тойже.
",,red,,
6395,,"Повеленное тайно:
Спасовы рачителие радости исполнишася, и дерзновение прияша прежде боящиися, яко Дух святый днесь свыше сниде на дом ученический, и ин иная глаголаше к людем: языцы бо разсеяшася, видими яко огнь, и сих не опали, но паче ороси.
",black,,
6396,"Канон праздника, глас 7, со ирмосом на 8. И святаго в Минеи на 4. По 9-й песни, ексапостиларий праздника, дважды.
",,red,,
6397,"На стиховне стихиры, глас 6.
",,red,,
6398,"Подобен:
",,red,,
6399,"Стих:
",,red,,
6400,,"Тридневно:
Дух всесвятый, Отцу единосущен и Слову, нашед на ученики, огненны бренныя содела языки, просвещаяй божественною благодатию.
",black,,
6401,"Стих:
",,red,,
6402,,"Сердце чисто созижди во мне Боже:
Дух всесвятый обнови в нас Боже, егоже древле послал еси учеником Твоим щедре, укрепил еси исполнити в мире Твоя спасительная хотения.
",black,,
6403,"Слава, и ныне: глас 2:
",,red,,
6404,,"Не отвержи мене от лица Твоего:
Глаголавый во пророцех иногда утешителю, соделал еси ныне небеса, вещающыя славу Божию, божественныя Апостолы: имиже подаждь нам очищение и велию милость.
",black,,
6405,"Таже час 1-й. И отпуст.
",,red,,
6406,,"Во дворех Твоих Господи, вернии колена душ и телес преклонше, воспеваем Тя безначальнаго Отца, и собезначальнаго Сына, и соприсносущнаго и пресвятаго Духа, просвещающаго и освящающаго душы нашя.
",black,,
6407,"На Литургии блаженна от канона праздника, обоих творцов песнь 5-я, на 6.
",,red,,
6408,"### В четверток вечера
",,red,,8_5_2
6409,"На
",,red,,
6410,"поставим стихов 6: праздника 3, и минеи, 3.
",,red,,
6411,,"Господи воззвах:
",black,,
6412,"Стихиры праздника, глас 4.
",,red,,
6413,"Подобен:
",,red,,
6414,"Слава, и ныне: глас 2:
",,red,,
6415,,"Дал еси знамение:
Днесь найде пресвятаго Твоего Духа действие Господи на апостолы Твоя, и премудры показав боговедением, исполни я блаженнаго учения Твоего. Темже Твое спасительное смотрение славим, Иисусе всесильне, Спасе душ наших.
Днесь дух Твой всесильный Владыко, от Отца посылается, Тебе единосущный, во огненных языцех, подаяти же величия Твоя глаголати Апостолы Твоя устрои. Темже спасительное Твое смотрение славим, Иисусе всесильне, Спасе душ наших.
Днесь излиял еси утешителя Твоего Духа, Спасе, дарования, подав человеческому естеству пророчествовати, якоже рекл еси Слове, и Троице покланятися нераздельно наказал еси. Темже Твое спасительное смотрение славим, Иисусе всесильне, Спасе душ наших.
",black,,
6416,"Таже: Свете тихий:
",,red,,
6417,,"Троицу единосущную песнословим, Отца и Сына, со Святым Духом: сию бо проповедаша вси пророцы, и апостоли с мученики.
",black,,
6418,"На стиховне стихиры, глас 1.
",,red,,
6419,"Подобен:
",,red,,
6420,"Стих:
",,red,,
6421,,"Небесных чинов:
Моисей на горе сущаго огнем виде, но и Боговидцем и мудрым апостолом, Дух огнезрачно сходит ныне, аки явственно просвещая, якоже един Бог глаголавый тогда, и ныне в тождестве естества.
",black,,
6422,"Стих:
",,red,,
6423,,"Сердце чисто созижди во мне Боже:
Огнезрачными языки богоглаголивии, к воде крещения Божественнаго зовуще, риторов бляди безбожных огнем Духа попалиша: но просвети Утешителю, и нас верно богословящих Тя.
",black,,
6424,"Слава и ныне: глас 6:
",,red,,
6425,,"Не отвержи мене от лица Твоего:
И иже в веществе Боже мой Тебе послужившыя приемшыя дебелость вещества неизреченно, якоже древле невещественных огнем новотвориши пламенныя духа, яко многопеваемь еси, яко чуден в делех Твоих Человеколюбче.
",black,,
6426,"Таже:
",,red,,
6427,,"Утешителя имуще ко Отцу Христа Бога, Утешителю иному пришедшу к нам на землю днесь, Духу Святому верою поклонимся.
",black,,
6428,"тропарь праздника, и отпуст.
",,red,,
6429,,"Ныне отпущаеши:
",black,,
6430,"## Пятница
",,red,8_6,
6431,"### В пяток пятдесятныя недели на Утрени
",,red,,8_6_1
6432,"тропарь праздника, трижды. По 1-й кафисме седален, глас 1.
",,red,,
6433,,"На Бог Господь:
",black,,
6434,"Подобен:
",,red,,
6435,"Слава, и ныне: тойже.
",,red,,
6436,,"Гроб твой:
Се пророческая исполняются проречения, сия бо зарями примрачными покрывый, в будущих явление, яко Бог Утешитель, ныне излияся апостолом богатно, теми же и верно покланяющымся Троице несозданней.
",black,,
6437,"По 2-й кафисме седален, глас 8.
",,red,,
6438,"Подобен:
",,red,,
6439,"Слава, и ныне: тойже.
",,red,,
6440,,"Премудрости:
Всесвятый Дух ныне сошед на апостолы видом огня, ужасом исполни язык собрания: языки бо огненными Человеколюбче глаголющым, свою кийждо беседу слышаше. Темже и чудо неверным, яко пиянство, верным же спасение воистинну познавашеся: сего ради славим державу Твою Христе Боже, прегрешений оставления просяще, низпослати богатно рабом Твоим.
",black,,
6441,"Канон праздника, глас 4, со ирмосом на 8. И святаго на 4. По 9-й песни ексапостиларий праздника дважды.
",,red,,
6442,"На стиховне стихиры, глас 6.
",,red,,
6443,"Подобен:
",,red,,
6444,"Стих:
",,red,,
6445,,"Тридневен:
Духу Всесвятому, со Отцем певаемому, и с Сыном же, воспоим вернии, кланяющеся непрестанно: Троицу пресвятую Бога людие славословим.
",black,,
6446,"Стих:
",,red,,
6447,,"Сердце чисто созижди во мне Боже:
Тебе Духа Утешителя верно восхвалим, со священными и божественными апостолы: в третий бо час, якоже обеща, Тебе от Отца светов посла Христос.
",black,,
6448,"Слава, и ныне: глас 8:
",,red,,
6449,,"Не отвержи мене от лица Твоего:
Троице Святая, слава Тебе, в песнех покланяюся троически, Отцу, и Духу правому, с Сыном: и поя Тебе Троице божественне, достодолжно верно почитаю.
",black,,
6450,"Таже, час первый. И отпуст.
",,red,,
6451,,"Егда духа Твоего послал еси Господи, седящым апостолом, тогда еврейския дети зряще ужасахуся ужасом: слышаху бо я вещающя иными странными языки, якоже Дух подаваше им. Невежди бо суще умудришася, и языки в веру уловивше, божественная ветийствоваху. Темже и мы вопием Ти: иже на земли явлейся, и от прелести спасый нас, Господи слава Тебе.
",black,,
6452,"На литургии блаженна от канона праздника, песнь 7-я и 8-я на 6.
",,red,,
6453,"### В пяток вечера
",,red,,8_6_2
6454,"кафисма рядовая. На
",,red,,
6455,"стихиры, и служба вся праздника, кроме паремий и входа, якоже указася на отдание вознесения Христова.
",,red,,
6456,,"Господи воззвах:
",black,,
6457,"Такожде и в сию
",,red,,
6458,"## Суббота
",,red,8_7,
6459,"### Субботу 8-ю на Утрени
",,red,,8_7_1
6460,"служба вся праздника, кроме полиелеа, и степенны и еванглиа: точию на утрени канон праздника со ирмосом на 8: ирмос по дважды. Другий канон праздника со ирмосом на 6: ирмос по дважды. Катавасиа, ирмос 2-го канона: Божественным покровен: оба лика вкупе. Славословие великое, и ектении и отпуст. На отпусте поминает иерей святаго, егоже есть день. И час первый. На часех тропарь и кондак праздника. И конечный отпуст.
",,red,,
6461,"## Воскресенье (Неделя всех святых)
",,red,9_1,
6462,"### Неделя всех святых, в субботу вечера, на малей вечерни,
",,red,,9_1_1
6463,"На
",,red,,
6464,,"На литургии: Блаженна праздника, песнь 9-я обоих канонов, на 8. По входе тропарь праздника: Слава, и ныне: кондак. Трисвятое, прокимен, и аллилуиа праздника. Апостол дне, к римляном, зачало 79: Павел раб Иисус Христов: Еванглие Матфеа, зачало 15: Просящему у тебе дай: Причастен праздника: Дух твой благий наставит мя на землю праву:
",black,,
6465,"поставим стихи 4. И поем стихиры воскресны, 4, глас 8:
",,red,,
6466,,"Господи воззвах:
",black,,
6467,"Слава: глас 6:
",,red,,
6468,,"Вечернюю песнь: Господи, Господи, не отвержи: Радуйся Сионе: Еже от Бога отца слово:
",black,,
6469,"И ныне: Богородичен догматик, глас 8:
",,red,,
6470,,"Мучеников Божественный лик: [Ищи сих всех на велицей вечерни]
",black,,
6471,"На стиховне стихира воскресна. Таже богородичны, подобны 3. Глас 8:
",,red,,
6472,,"Како Тя ублажим Богородице? Како же воспоем Преблагословенная, непостижимое таинство рождения Твоего? Веков бо Творец, и нашего Содетель естества, Свой образ ущедрив, низведе Самого Себе во истощание неизследимое: сый в невещественных недрех Отчих, во утробе Твоей Чистая, вселися, и плоть непреложно бысть, от Тебе Неискусобрачная, пребыв убо еже бе естеством Бог. Темже Ему покланяемся Богу совершенну, и Человеку совершенну, Тому во обоем зраце: ибо оба естества в Нем суть воистинну. Сугуба же вся проповедуем естественная Его свойства, по сугубому существу, два почитающе действа и хотения: единосущен бо сый Богу и Отцу, самовластно хощет и действует яко Бог: единосущен же сый и нам, самовластно хощет, и действует яко Человек. Того моли, Чистая, Всеблаженная, спастися душам нашым.
",black,,
6473,"Стих:
",,red,,
6474,,"О преславнаго чудесе!
",black,,
6475,"Стих:
",,red,,
6476,,"Помяну имя твое во всяком роде и роде.
Радуйся Богородице всепетая. Радуйся источниче, жизнь верным источающий. радуйся всех владычице, и госпоже твари благословенная. радуйся всенепорочная, препрославленная. радуйся всепречистая. радуйся палато. радуйся божественное селение. радуйся чистая. радуйся мати дево. радуйся богоневесто.
",black,,
6477,"Стих:
",,red,,
6478,,"Слыши дщи и виждь, и приклони ухо твое.
Радуйся Богомати Пречистая. Радуйся верных надежде. Радуйся мира очищение. Радуйся всякия скорби избавляющи рабы твоя. Радуйся человеков утешение живоносное. Радуйся заступление. Радуйся предстолпие призывающым Тя. Радуйся Божие Божественное пребывание, и горо святая.
",black,,
6479,"Слава, и ныне: Богородичен:
",,red,,
6480,,"Лицу твоему помолятся богатии людстии.
Радуйся Богородице, Мати Христова. Радуйся едина надежде, человеков заступление. Радуйся прибежище. радуйся свещниче света светлый. Радуйся свеще освященная. Радуйся палато. Радуйся раю. Радуйся божественное селение. Радуйся источниче, источающь воды притекающым к Тебе.
",black,,
6481,"По Ныне отпущаеши: И по Отче наш: тропарь воскресн. Слава, и ныне: богородичен. Ектении. И отпуст.
",,red,,
6482,,"Егоже небо не вмести Дево Богородице, во чреве Твоем нетесноместно вместися, и пребыла еси Чистая, словом неизреченным, ничимже девству оскверншуся. Ты бо едина была еси в женах, и Мати, и Дева: и Ты едина Пречистая воздоила еси Сына Живодавца, и на объятиях Твоих носила еси недремлющее око. Но не остави недра Отча, якоже прежде век предбысть: но горе весь Бог со ангелы, доле весь из Тебе с человеки, и везде несказанно. Того моли Всесвятая Владычице, спастися православно Богородицу Чистую исповедающым Тя.
",black,,
6483,"На велицей вечерни
",,red,,
6484,"по обычном псалме первую кафисму всю.
",,red,,
6485,"Стихиры воскресны, глас 8:
",,red,,
6486,"Стихиры всем святым, глас 6.
",,red,,
