,red_text,black_text,color,index
6426,"<Та́же:>
",,red,
6427,,"Уте́шителя иму́ще ко Отцу́ Христа́ Бо́га, Уте́шителю ино́му прише́дшу к на́м на зе́млю дне́сь, Ду́ху Свято́му ве́рою поклони́мся.
",black,0.0
6428,"<тропа́рь пра́здника, и отпу́ст.>
",,red,
6429,,"Ны́не отпуща́еши:
",black,0.0
6430,"## Пятница
",,temp,
6431,"### В пято́к пятдеся́тныя неде́ли на У́трени
",,temp,
6432,"<тропа́рь пра́здника, три́жды. По 1-й кафи́сме седа́лен, гла́с 1.>
",,red,
6433,,"На Бо́г Госпо́дь:
",black,0.0
6434,"<Подо́бен:>
",,red,
6435,"<Сла́ва, и ны́не: то́йже.>
",,red,
6436,,"Гро́б тво́й:
Се́ проро́ческая исполня́ются прорече́ния, сия́ бо заря́ми примра́чными покры́вый, в бу́дущих явле́ние, я́ко Бо́г Уте́шитель, ны́не излия́ся апо́столом бога́тно, те́ми же и ве́рно покланя́ющымся Тро́ице несозда́нней.
",black,0.0
6437,"<По 2-й кафи́сме седа́лен, гла́с 8.>
",,red,
6438,"<Подо́бен:>
",,red,
6439,"<Сла́ва, и ны́не: то́йже.>
",,red,
6440,,"Прему́дрости:
Всесвяты́й Ду́х ны́не соше́д на апо́столы ви́дом огня́, у́жасом испо́лни язы́к собра́ния: язы́ки бо о́гненными Человеколю́бче глаго́лющым, свою́ ки́йждо бесе́ду слы́шаше. Те́мже и чу́до неве́рным, я́ко пия́нство, ве́рным же спасе́ние вои́стинну познава́шеся: сего́ ра́ди сла́вим держа́ву Твою́ Христе́ Бо́же, прегреше́ний оставле́ния прося́ще, низпосла́ти бога́тно рабо́м Твои́м.
",black,0.0
6441,"<Кано́н пра́здника, гла́с 4, со ирмосо́м на 8. И свята́го на 4. По 9-й пе́сни ексапостила́рий пра́здника два́жды.>
",,red,
6442,"<На стихо́вне стихи́ры, гла́с 6.>
",,red,
6443,"<Подо́бен:>
",,red,
6444,"<Сти́х:>
",,red,
6445,,"Тридне́вен:
Ду́ху Всесвято́му, со Отце́м пева́емому, и с Сы́ном же, воспои́м ве́рнии, кла́няющеся непреста́нно: Тро́ицу пресвяту́ю Бо́га лю́дие славосло́вим.
",black,0.0
6446,"<Сти́х:>
",,red,
6447,,"Се́рдце чи́сто сози́жди во мне́ Бо́же:
Тебе́ Ду́ха Уте́шителя ве́рно восхва́лим, со свяще́нными и боже́ственными апо́столы: в тре́тий бо ча́с, я́коже обеща́, Тебе́ от Отца́ све́тов посла́ Христо́с.
",black,0.0
6448,"<Сла́ва, и ны́не: гла́с 8:>
",,red,
6449,,"Не отве́ржи мене́ от лица́ Твоего́:
Тро́ице Свята́я, сла́ва Тебе́, в пе́снех покланя́юся тро́ически, Отцу́, и Ду́ху пра́вому, с Сы́ном: и поя́ Тебе́ Тро́ице боже́ственне, достодо́лжно ве́рно почита́ю.
",black,0.0
6450,"<Та́же, ча́с пе́рвый. И отпу́ст.>
",,red,
6451,,"Егда́ ду́ха Твоего́ посла́л еси́ Го́споди, седя́щым апо́столом, тогда́ евре́йския де́ти зря́ще ужаса́хуся у́жасом: слы́шаху бо я́ веща́ющя ины́ми стра́нными язы́ки, я́коже Ду́х подава́ше и́м. Неве́жди бо су́ще умудри́шася, и язы́ки в ве́ру улови́вше, боже́ственная вети́йствоваху. Те́мже и мы́ вопие́м Ти́: и́же на земли́ явле́йся, и от пре́лести спасы́й на́с, Го́споди сла́ва Тебе́.
",black,0.0
6452,"<На литурги́и блаже́нна от кано́на пра́здника, пе́снь 7-я и 8-я на 6.>
",,red,
6453,"### В пято́к ве́чера
",,temp,
6454,"<кафи́сма рядова́я. На>
",,red,
6455,"<стихи́ры, и слу́жба вся́ пра́здника, кроме́ пареми́й и вхо́да, я́коже указа́ся на отда́ние вознесе́ния Христо́ва.>
",,red,
6456,,"Го́споди воззва́х:
",black,0.0
6457,"<Та́кожде и в сию́>
",,red,
6458,"## Суббота
",,temp,
6459,"### Суббо́ту 8-ю на У́трени
",,temp,
6460,"<слу́жба вся́ пра́здника, кроме́ полиеле́а, и степе́нны и ева́нглиа: то́чию на у́трени кано́н пра́здника со ирмосо́м на 8: ирмо́с по два́жды. Други́й кано́н пра́здника со ирмосо́м на 6: ирмо́с по два́жды. Катава́сиа, ирмо́с 2-го кано́на: Боже́ственным покрове́н: о́ба ли́ка вку́пе. Славосло́вие вели́кое, и ектении́ и отпу́ст. На отпу́сте помина́ет иере́й свята́го, его́же е́сть де́нь. И ча́с пе́рвый. На часе́х тропа́рь и конда́к пра́здника. И коне́чный отпу́ст.>
",,red,
6461,"## Воскресенье (Неделя всех святых)
",,temp,
6462,"### Неде́ля все́х святы́х, в суббо́ту ве́чера, на ма́лей вече́рни,
",,temp,
6463,"<На>
",,red,
6464,,"На литурги́и: Блаже́нна пра́здника, пе́снь 9-я обои́х кано́нов, на 8. По вхо́де тропа́рь пра́здника: Сла́ва, и ны́не: конда́к. Трисвято́е, проки́мен, и аллилу́иа пра́здника. Апо́стол дне́, к ри́мляном, зача́ло 79: Па́вел ра́б Иису́с Христо́в: Ева́нглие Матфе́а, зача́ло 15: Прося́щему у тебе́ да́й: Прича́стен пра́здника: Ду́х тво́й благи́й наста́вит мя́ на зе́млю пра́ву:
",black,0.0
6465,"<поста́вим стихи́ 4. И пое́м стихи́ры воскре́сны, 4, гла́с 8:>
",,red,
6466,,"Го́споди воззва́х:
",black,0.0
6467,"<Сла́ва: гла́с 6:>
",,red,
6468,,"Вече́рнюю пе́снь: Го́споди, Го́споди, не отве́ржи: Ра́дуйся Сио́не: Е́же от Бо́га отца́ сло́во:
",black,0.0
6469,"<И ны́не: Богоро́дичен догма́тик, гла́с 8:>
",,red,
6470,,"Му́чеников Боже́ственный ли́к: [Ищи́ си́х все́х на вели́цей вече́рни]
",black,0.0
6471,"<На стихо́вне стихи́ра воскре́сна. Та́же богоро́дичны, подо́бны 3. Гла́с 8:>
",,red,
6472,,"Ка́ко Тя́ ублажи́м Богоро́дице? Ка́ко же воспое́м Преблагослове́нная, непостижи́мое та́инство рожде́ния Твоего́? Веко́в бо Творе́ц, и на́шего Соде́тель естества́, Сво́й о́браз уще́дрив, низведе́ Самого́ Себе́ во истоща́ние неизсле́димое: сы́й в невеще́ственных не́дрех О́тчих, во утро́бе Твое́й Чи́стая, всели́ся, и пло́ть непрело́жно бы́сть, от Тебе́ Неискусобра́чная, пребы́в у́бо е́же бе́ естество́м Бо́г. Те́мже Ему́ покланя́емся Бо́гу соверше́нну, и Челове́ку соверше́нну, Тому́ во обое́м зра́це: и́бо о́ба естества́ в Не́м су́ть вои́стинну. Сугу́ба же вся́ пропове́дуем есте́ственная Его́ сво́йства, по сугу́бому существу́, два́ почита́юще де́йства и хоте́ния: единосу́щен бо сы́й Бо́гу и Отцу́, самовла́стно хо́щет и де́йствует я́ко Бо́г: единосу́щен же сы́й и на́м, самовла́стно хо́щет, и де́йствует я́ко Челове́к. Того́ моли́, Чи́стая, Всеблаже́нная, спасти́ся душа́м на́шым.
",black,0.0
6473,"<Сти́х:>
",,red,
6474,,"О пресла́внаго чудесе́!
",black,0.0
6475,"<Сти́х:>
",,red,
6476,,"Помяну́ и́мя твое́ во вся́ком ро́де и ро́де.
Ра́дуйся Богоро́дице всепе́тая. Ра́дуйся исто́чниче, жи́знь ве́рным источа́ющий. ра́дуйся все́х влады́чице, и госпоже́ тва́ри благослове́нная. ра́дуйся всенепоро́чная, препросла́вленная. ра́дуйся всепречи́стая. ра́дуйся пала́то. ра́дуйся боже́ственное селе́ние. ра́дуйся чи́стая. ра́дуйся ма́ти де́во. ра́дуйся богоневе́сто.
",black,0.0
6477,"<Сти́х:>
",,red,
6478,,"Слы́ши дщи́ и ви́ждь, и приклони́ у́хо твое́.
Ра́дуйся Богома́ти Пречи́стая. Ра́дуйся ве́рных наде́жде. Ра́дуйся ми́ра очище́ние. Ра́дуйся вся́кия ско́рби избавля́ющи рабы́ твоя́. Ра́дуйся челове́ков утеше́ние живоно́сное. Ра́дуйся заступле́ние. Ра́дуйся предсто́лпие призыва́ющым Тя́. Ра́дуйся Бо́жие Боже́ственное пребыва́ние, и горо́ свята́я.
",black,0.0
6479,"<Сла́ва, и ны́не: Богоро́дичен:>
",,red,
6480,,"Лицу́ твоему́ помо́лятся бога́тии лю́дстии.
Ра́дуйся Богоро́дице, Ма́ти Христо́ва. Ра́дуйся еди́на наде́жде, челове́ков заступле́ние. Ра́дуйся прибе́жище. ра́дуйся све́щниче све́та све́тлый. Ра́дуйся свеще́ освяще́нная. Ра́дуйся пала́то. Ра́дуйся раю́. Ра́дуйся боже́ственное селе́ние. Ра́дуйся исто́чниче, источа́ющь во́ды притека́ющым к Тебе́.
",black,0.0
6481,"<По Ны́не отпуща́еши: И по О́тче на́ш: тропа́рь воскре́сн. Сла́ва, и ны́не: богоро́дичен. Ектении́. И отпу́ст.>
",,red,
6482,,"Его́же не́бо не вмести́ Де́во Богоро́дице, во чре́ве Твое́м нетесноме́стно вмести́ся, и пребыла́ еси́ Чи́стая, сло́вом неизрече́нным, ничи́мже де́вству оскве́рншуся. Ты́ бо еди́на была́ еси́ в жена́х, и Ма́ти, и Де́ва: и Ты́ еди́на Пречи́стая воздои́ла еси́ Сы́на Живода́вца, и на объя́тиях Твои́х носи́ла еси́ недре́млющее о́ко. Но не оста́ви не́дра О́тча, я́коже пре́жде ве́к предбы́сть: но горе́ ве́сь Бо́г со а́нгелы, до́ле ве́сь из Тебе́ с челове́ки, и везде́ несказа́нно. Того́ моли́ Всесвята́я Влады́чице, спасти́ся правосла́вно Богоро́дицу Чи́стую испове́дающым Тя́.
",black,0.0
6483,"<На вели́цей вече́рни>
",,red,
6484,"<по обы́чном псалме́ пе́рвую кафи́сму всю́.>
",,red,
6485,"<Стихи́ры воскре́сны, гла́с 8:>
",,red,
6486,"<Стихи́ры все́м святы́м, гла́с 6.>
",,red,
6487,,"Вече́рнюю пе́снь, и слове́сную слу́жбу, Тебе́ Христе́ прино́сим: я́ко благоволи́л еси́ поми́ловати на́с Воскре́снием.
Го́споди, Го́споди, не отве́ржи на́с от Твоего́ лица́: но благоволи́ поми́ловати на́с Воскре́снием.
Ра́дуйся, Сио́не Святы́й, ма́ти церкве́й, Бо́жие жили́ще, Ты́ бо прия́л еси́ пе́рвый, оставле́ние грехо́в, Воскре́снием.
Е́же от Бо́га Отца́ Сло́во, пре́жде ве́к Ро́ждшееся, в после́дняя же времена́, То́ежде от Неискусобра́чныя вопло́щшееся во́лею, распя́тие сме́ртное претерпе́: и дре́вле умерщвле́ннаго челове́ка спасе́ Свои́м Воскре́снием.
Е́же из ме́ртвых Твое́ Воскре́сние славосло́вим Христе́, и́мже свободи́л еси́ Ада́мский ро́д от а́дова мучи́тельства: и дарова́л еси́ ми́рови я́ко Бо́г жи́знь ве́чную, и ве́лию ми́лость.
Сла́ва Тебе́ Христе́ Спа́се, Сы́не Бо́жий Единоро́дный, пригвозди́выйся на Кресте́, и воскресы́й из гро́ба тридне́вен.
",black,0.0
6488,"<Подо́бен:>
",,red,
6489,"<Сла́ва: гла́с то́йже:>
",,red,
6490,,"Всю́ отложи́вше:
Духо́внии вети́и, ученицы́ Спа́совы, Ду́ху орга́ни бы́вше ве́рою, разсе́яшася в концы́ земли́, честно́е пропове́дание правосла́вне се́юще: от ни́хже прозябо́ша боже́ственным земледе́лием, и благода́тию му́ченик во́инства, стра́сть честну́ю образу́ющя, многообра́зными раздробле́ний ра́нами и огне́м, и со дерзнове́нием мо́лятся о душа́х на́ших.
Огне́м воспаля́еми Госпо́дни любве́, огня́ презре́ша, и я́ко боже́ственное у́глие возжига́еми честни́и му́ченицы во Христе́, попали́ша хвра́стное ле́сти шата́ние: звере́й же загради́ша уста́ честны́м призыва́нием, и во главы́ усека́еми, посеко́ша врага́ вся́ ополче́ния, и крове́й пролива́юще пото́ки терпели́вно, Це́рковь напои́ша ве́рою просвеща́ему.
Со зверьми́ бра́вшеся, бие́ми мече́м, ноготьми́ растерза́еми, рука́ми оте́млеми, и му́чими тве́рдии му́ченицы, и огне́м веще́ственным неща́дно пали́ми, и пробода́еми, и соста́вы ссеца́еми, претерпе́ша тверде́йше: упокое́ние предви́деша бу́дущее, и нетле́нныя венцы́, и сла́ву Христа́, Ему́же со дерзнове́нием мо́лятся о душа́х на́ших.
Во все́х конце́х страда́вшыя ве́рно апо́столы, му́ченики, свяще́нники богому́дрыя, честны́х же́н свяще́нное стека́ние, свяще́нными пе́сньми по до́лгу восхва́лим, я́ко соедини́шася небе́сным земни́и, и страстьми́ безстра́стие благода́тию Христо́вою прия́ша: и ны́не я́ко зве́зды све́тлыя озаря́юще на́с, со дерзнове́нием мо́лятся о душа́х на́ших.
",black,0.0
6491,"<И ны́не, Богоро́дичен, гла́с 8:>
",,red,
6492,,"Му́ченик боже́ственный ли́к, Це́ркви основа́ние, благове́стию сконча́ние, вы́ де́лом Спа́сова глаго́лания испо́лнисте: ва́ми бо врата́ а́дова на Це́рковь отве́рзшаяся заключи́шася, кро́ве ва́шея ли́тие и́дольския же́ртвы изсуши́, закла́ние ва́ше породи́ Церко́вное исполне́ние, безпло́тных удиви́сте, Бо́гу венцено́сцы предстоите́: Его́же непреста́нно моли́те о душа́х на́ших.
",black,0.0
6493,"<Вхо́д. Све́те ти́хий: Проки́мен дне́:>
",,red,
6494,,"Ца́рь Небе́сный за человеколю́бие на земли́ яви́ся, и с челове́ки поживе́: от Де́вы бо Чи́стыя пло́ть прие́мый, и из Нея́ проше́дый с восприя́тием: Еди́н е́сть Сы́н, сугу́б естество́м, но не Ипоста́сию. Те́мже соверше́нна Того́ Бо́га, и соверше́нна Челове́ка вои́стинну пропове́дающе, испове́дуем Христа́ Бо́га на́шего: Его́же моли́ Ма́ти Безневе́стная, поми́ловатися душа́м на́шым.
",black,0.0
6495,"<и чте́ния.>
",,red,
6496,,"Госпо́дь воцари́ся:
",black,0.0
6497,"<Проро́чества Иса́иина чте́ние. [Глава́ 43.]>
",,red,
6498,"<Прему́дрости Соломо́ни чте́ние. [Глава́ 3.]>
",,red,
6499,,"Та́ко глаго́лет Госпо́дь: вси́ язы́цы собра́шася вку́пе, и соберу́тся кня́зи от ни́х. Кто́ возвести́т сия́? или́ я́же от нача́ла, кто́ слы́шана сотвори́т ва́м? Да приведу́т свиде́тели своя́, и оправдя́тся, и да услы́шат, и да реку́т и́стину. Бу́дите Ми́ свиде́тели, и А́з свиде́тель, глаго́лет Госпо́дь Бо́г, и о́трок его́же избра́х: да позна́ете, и ве́руете Ми́, и разуме́ете, я́ко А́з е́смь: пре́жде мене́ не бы́сть и́н Бо́г, и по мне́ не бу́дет. А́з е́смь Бо́г, и не́сть ра́зве мене́ спаса́яй. А́з возвести́х и спасо́х, уничижи́х, и не бе́ в ва́с чужди́й. Вы́ Мне́ свиде́тели, и А́з Госпо́дь Бо́г, и еще́ от нача́ла А́з е́смь, и не́сть от ру́к Мои́х избавля́яй: сотворю́, и кто́ отврати́т то́? Си́це глаго́лет Госпо́дь Бо́г, избавля́яй ва́с Святы́й Изра́илев.
",black,0.0
6500,"<Прему́дрости Соломо́ни чте́ние. [Глава́ 5.]>
",,red,
6501,,"Пра́ведных ду́шы в руце́ Бо́жией, и не прико́снется и́х му́ка. Непщева́ни бы́ша во очесе́х безу́мных умре́ти, и вмени́ся озлобле́ние исхо́д и́х: И е́же от на́с ше́ствие сокруше́ние, они́ же су́ть в ми́ре. И́бо пред лице́м челове́ческим, а́ще и му́ку прии́мут, упова́ние и́х безсме́ртия испо́лнено: И в ма́ле нака́зани бы́вше, вели́кими благоде́тельствовани бу́дут: я́ко Бо́г искуси́ я́, и обре́те и́х досто́йны Себе́. Я́ко зла́то в горни́ле искуси́ и́х: и я́ко всепло́дие же́ртвенное прия́т я́. И во вре́мя посеще́ния и́х возсия́ют, и я́ко и́скры по сте́блию потеку́т. Су́дят язы́ком и облада́ют людьми́, и воцари́тся Госпо́дь в ни́х во ве́ки. Наде́ющиися На́нь разуме́ют и́стину, и ве́рнии в любви́ пребу́дут Ему́. Я́ко благода́ть и ми́лость в преподо́бных его́, и посеще́ние во избра́нных Его́.
",black,0.0
6502,"<На Лити́и стихи́ра хра́ма.>
",,red,
6503,,"Пра́ведницы во ве́ки живу́т, и в Го́споде мзда их, попече́ние их у Вы́шняго. Сего́ ра́ди прии́мут ца́рствие благоле́пия, и вене́ц добро́ты от руки́ Госпо́дни: зане́ десни́цею покры́ет я́, и мы́шцею защити́т их. Прии́мет всеору́жие рве́ние Свое́, и вооружи́т тварь в месть враго́м. Облече́тся в броня́ пра́вды, и возложи́т шлем, суд нелицеме́рен. Прии́мет щит непобеди́мый, преподо́бие: поостри́т же напра́сный гнев ору́жие: спобо́рет же с Ним мир на безу́мныя. По́йдут праволу́чныя стре́лы мо́лниины, и я́ко от благокру́гла лу́ка облако́в, на наме́рение полетя́т. И от каменоме́тныя я́рости, испо́лнь паду́т гра́ды. Вознегоду́ет на них вода́ морска́я, ре́ки же потопя́т я́ на́гло. Сопроти́в ста́нет им дух си́лы, и я́ко ви́хор разве́ет их: и опустоши́т всю зе́млю беззако́ние, и злоде́йство преврати́т престо́лы си́льных. Слы́шите у́бо ца́рие и разуме́йте, навы́кните судии́ конце́в земли́. Внуши́те держа́щии мно́жества, и гордя́щиися о наро́дех язы́к. Я ко дана́ есть от Го́спода держа́ва вам, и си́ла от Вы́шняго.
",black,0.0
6504,"<Та́же самогла́сны святы́х все́х. Гла́с 1:>
",,red,
6505,"<Сла́ва: гла́с 5:>
",,red,
6506,,"Ве́ры согла́сием мирско́е торжество́, от ве́ка Бо́гу благоугоди́вших, патриа́рхов честно́е и проро́ков сосло́вие, апо́столов удобре́ние, му́чеников собра́ние, по́стников похвалу́, всех святы́х па́мять духо́вне пра́зднуим: мо́лят бо ся непреста́нно, дарова́тися ми́ру ми́рови, и душа́м на́шим ве́лией ми́лости.
Прииди́те вси вернии, святы́х всех всесла́вную па́мять, во псалме́х, пе́ниих и пе́снех духо́вных восхва́лим: Крести́теля Спаси́телева, апо́столы, проро́ки и му́ченики, священнонача́льники, учи́тели же и преподо́бныя, по́стники и пра́ведныя, и святы́х жен боголю́бное состоя́ние, че́стно ублажа́юще, согла́сно возопии́м: Преблаги́й Христе́ Бо́же наш, тех моли́твами пода́ждь мир Це́рквам Твои́м, побе́ды на враги́ христолюби́вым лю́дем, и душа́м на́шим ве́лию ми́лость.
Прииди́те вси духо́вне возвесели́мся о па́мяти святы́х: се бо прии́де богатотво́рная нам дарова́ния принося́щи. Те́мже во гла́се ра́дости, и чи́стей со́вести возопии́м, глаго́люще: ра́дуйтеся, проро́ков сосло́вие, и́же прише́ствие Христо́во ми́рови пропове́давше, и я́же издале́ча, я́ко бли́зу предви́девше. Ра́дуйтеся, апо́стольский ли́че, язы́ков мре́жницы, и ловцы́ челове́ков. Ра́дуйтеся, му́чеников собо́ре, от коне́ц земли́ собра́вшиися во еди́ну ве́ру, и о той мук томле́ния претерпе́вшии, и соверше́нне страда́ния вене́ц прие́мшии. Ра́дуйтеся, отце́в наслажде́ние, своя́ телеса́ поще́нием иста́явше, и умертви́вше стра́сти плотски́я, ум боже́ственным раче́нием впери́сте, на небеса́ возлете́сте, и со а́нгелы водворя́ющеся, восприе́млете ве́чная блага́я. Но о проро́цы, апо́столи, и му́ченицы с по́стники, вас Венча́вшаго приле́жно моли́те, изба́витися от враг ви́димых и неви́димых, в ве́ре и любви́ соверша́ющим при́сно честну́ю па́мять ва́шу.
",black,0.0
6507,"<И ны́не: Богоро́дичен, гла́с то́йже:>
",,red,
6508,,"Ны́нешнему торжеству́ стеце́мся ве́рнии: предлага́ется и нам духо́вная трапе́за, и ча́ша та́инственная от сла́дких бра́шен, весе́лия испо́лнена му́ченических доброде́телей. Си́и бо терпеливоду́шнии от коне́ц земли́, теле́сное всеразли́чным преда́вше ра́нам, Бо́гу принесо́ша же́ртву слове́сну, вся́кий во́зраст: о́ви у́бо во главы́ усека́еми, о́вии же по хребту́ стру́жеми: друзи́и же рук отсече́ние и всех удо́в, вси вку́пе святи́и Христо́вым страда́нием о́бщницы бы́ша. Но венцы́ тем возме́здие мук пода́вый, Го́споди, во след тех жи́тельствовати сподо́би нас, я́ко Человеколю́бец.
",black,0.0
6509,"<На стихо́вне стихи́ры воскре́сны. гла́с 8:>
",,red,
6510,,"Храм и Дверь еси́, Пала́та и Престо́л Царе́в, Де́во Всечестна́я, Е юже Изба́витель мой, Христо́с Госпо́дь, во тьме спя́щим яви́ся, Со́лнце Сый пра́вды, просвети́ти хотя́, я́же созда́ по о́бразу Своему́ руко́ю Свое́ю. Те́мже, Всепе́тая, я́ко Ма́терне дерзнове́ние к Нему́ стяжа́вшая, непреста́нно моли́ спасти́ся душа́м на́шым.
",black,0.0
6511,"<Сти́х:>
",,red,
6512,,"Возше́л еси́ на Крест, Иису́се, снизше́дый с Небесе́, прише́л еси́ на смерть, Животе́ Безсме́ртный, к су́щим во тьме Свет и́стинный, к па́дшым всех Воскресе́ние, просвеще́ние, и Спа́се наш, сла́ва Тебе́.
",black,0.0
6513,"<Сти́х:>
",,red,
6514,,"Госпо́дь воцари́ся, в ле́поту облече́ся.
Христа́ славосло́вим, воскре́сшаго от ме́ртвых: ду́шу бо и те́ло прие́м, стра́сти отобою́ду отсече́, пречи́стей у́бо души́ во а́д соше́дшей, его́же и плени́: во гро́бе же истле́ния не ви́де свято́е те́ло, Изба́вителя ду́ш на́ших.
",black,0.0
6515,"<Сти́х:>
",,red,
6516,,"И́бо утверди́ вселе́нную, я́же не подви́жится.
Псалмы́ и пе́сньми славосло́вим Христе́, от ме́ртвых Твое́ Воскре́сние: и́мже на́с свободи́л еси́ мучи́тельства а́дова, и я́ко Бо́г дарова́л еси́ жи́знь ве́чную, и ве́лию ми́лость.
",black,0.0
6517,"<Сла́ва: гла́с 6:>
",,red,
6518,,"До́му Твоему́ подоба́ет святы́ня Го́споди, в долготу́ дни́й.
О Влады́ко всех Непостижи́ме, Тво́рче небесе́ и земли́, кресто́м пострада́вый, мне безстра́стие источи́л еси́: погребе́ние же прие́м, и воскре́с во сла́ве, совоскреси́л еси́ Ада́ма руко́ю всеси́льною. Сла́ва Твоему́ тридне́вному воста́нию, и́мже дарова́л еси́ нам ве́чную жизнь, и очище́ние грехо́в, я́ко Еди́н Благоутро́бен.
",black,0.0
6519,"<И ны́не: Богоро́дичен:>
",,red,
6520,,"Прииди́те ве́рнии, днесь лик совокупи́вше, благоче́стно торжеству́им, и всех святы́х пресла́вную и честну́ю па́мять сла́вно почти́м, глаго́люще: ра́дуйтеся, апо́столи сла́внии, проро́цы, и му́ченицы, и священнонача́льницы. Ра́дуйтеся, преподо́бных собо́ре и пра́ведных. Ра́дуйтеся, честны́х жен ли́че, и Христа́ о мире моли́те, побе́ды на сопроти́вныя дарова́ти, и душа́м на́шим ве́лию ми́лость.
",black,0.0
6521,"### В неде́лю все́х святы́х на У́трени
",,temp,
6522,"<На>
",,red,
6523,,"Творе́ц и Изба́витель мой, Пречи́стая, Христо́с Госпо́дь из Твои́х ложе́сн проше́д, в мя Оболки́йся, пе́рвыя кля́твы Ада́ма свободи́. Те́мже Ти, Всечи́стая, я́ко Бо́жии Ма́тери же и Де́ве, вои́стинну вопие́м немо́лчно: ра́дуйся А нгельски, ра́дуйся, Влады́чице, Предста́тельство и Покро́ве, и Спасе́ние душ на́ших.
По Трисвятом тропарь: Богоро́дице Де́во ра́дуйся: дважды. И святых единощи. И благословение хлебов. И чтение Послания соборнаго Иаковля.
Аще ли убо не творится бдение, на Го́споди воззва́х: воскресны 3: и восточен [анатолиев] един, и святых на 6. Подобен: Отложивше:
По Трисвятом тропарь воскресен: Сла́ва: святым: И ны́не: Богородичен: писаны в начале Утрени. И отпуст. На Полунощнице канон Троичный от Октоиха, гласа.
",black,0.0
6524,"<тропа́рь воскре́сный, гла́с 8.>
",,red,
6525,,"Бо́г Госпо́дь:
",black,0.0
6526,"<Сла́ва: святы́м тропа́рь, гла́с 4:>
",,red,
6527,,"С высоты́ снизше́л еси́ Благоутро́бне, погребе́ние прия́л еси́ тридне́вное, да на́с свободи́ши страсте́й, Животе́ и Воскресе́ние на́ше, Го́споди сла́ва Тебе́.
",black,0.0
6528,"<По 1-м стихосло́вии седа́лен воскре́сен, гла́с 8:>
",,red,
6529,,"И́же во всем ми́ре му́ченик Твои́х, я́ко багряни́цею и ви́ссом, кровьми́ Це́рковь Твоя́ украси́вшися, те́ми вопие́т Ти, Христе́ Бо́же: лю́дем Твои́м щедро́ты Твоя́ низпосли́, мир жи́тельству Твоему́ да́руй, и душа́м на́шим ве́лию ми́лость.
И ныне, Богородичен: 
Е́же от ве́ка утае́ное и А́нгелом несве́домое та́инство, Тобо́ю, Богоро́дице, су́щим на земли́ яви́ся Бог, в несли́тном соедине́нии воплоща́емь, и Крест во́лею нас ра́ди восприи́м, и́мже воскреси́в первозда́ннаго, спасе́ от сме́рти ду́ши на́ша.
",black,0.0
6530,"<Сти́х:>
",,red,
6531,,"Воскре́сл еси́ из ме́ртвых, Животе́ всех, и а́нгел све́тел жена́м вопия́ше: преста́ните от слез, апо́столом благовести́те, возопи́йте пою́ща: я́ко воскре́се Христо́с Госпо́дь, благоволи́вый спасти́, я́ко Бог, род челове́ческий.
",black,0.0
6532,"<Сла́ва, и ны́не: Богоро́дичен:>
",,red,
6533,,"Воскресни́ Го́споди Бо́же мо́й:
Челове́цы Са́се гро́б Тво́й запеча́таша, А́нгел ка́мень от две́рей отвали́: жены́ ви́деша воста́вша из ме́ртвых, и ты́я благовести́ша ученико́м Твои́м в Сио́не, я́ко воскре́сл еси́ Животе́ все́х, и разреши́шася у́зы сме́ртныя: Го́споди сла́ва Тебе́.
",black,0.0
6534,"<И чте́ние во ева́нглии толково́м.>
",,red,
6535,,"И́же на́с ра́ди рожде́йся от де́вы, и распя́тие претерпе́в благи́й, испрове́ргий сме́ртию сме́рть, и воскресе́ние явле́й, я́ко бо́г, не пре́зри я́же созда́л еси́ руко́ю твое́ю: яви́ человеколю́бие твое́ ми́лостиве, приими́ ро́ждшую тя́ богоро́дицу, моля́щуюся за ны́, и спаси́ спа́се на́ш лю́ди отча́янныя.
",black,0.0
6536,"<По 2-м стихосло́вии седа́лен, гла́с 8.>
",,red,
6537,"<Подо́бен:>
",,red,
6538,"<Други́й седа́лен. Подо́бен:>
",,red,
6539,,"Повеле́нное та́йно:
Белонося́й Гаврии́л све́тел предста́, я́ко в ви́де мо́лнии, Христо́ву гро́бу, и ка́мень отвали́ от гро́ба, и страх ве́лий содержа́ше Твоя́ стра́жи, и внеза́пу пребы́ша вси а́ки ме́ртви. От гро́ба страже́й, и ка́мене печа́ти устыди́теся, пребеззако́ннии, разуме́йте, я́ко воскре́се Христо́с.
",black,0.0
6540,"<Сла́ва, и ны́не: Богоро́дичен [не седя́ще пое́м, но стоя́ще и со стра́хом и благогове́нием глаго́лем] настоя́щий:>
",,red,
6541,,"Прему́дрости сло́ва:
Воскре́с от гро́ба я́ко вои́стинну, преподо́бным повеле́л еси́ жена́м пропове́дати воста́ние апо́столом, я́коже пи́сано есть: и ско́рый Петр предста́ гро́бу, и свет во гро́бе зря ужаса́шеся. Те́мже и ви́дев плащани́цы еди́ны, кроме́ Боже́ственнаго те́ла, в нем лежа́щия, со стра́хом возопи́: сла́ва Тебе́ Христе́ Бо́же, я́ко спаса́еши вся Спа́се наш, О́тчее бо еси́ сия́ние.
",black,0.0
6542,"<И чте́ние во Ева́нглии толково́м.>
",,red,
