 ,red_text,black_text,color,temp
10506,Καταβασία,,red,
10507,,"«Ἄναξ ἀνάκτων, οἶος ἐξ οἴου μόνος",black,
10508,,"Λόγος προελθών, Πατρὸς ἐξ ἀναιτίου,",black,
10509,,"Ἰσοσθενές σου Πνεῦμα τοῖς Ἀποστόλοις,",black,
10510,,"Νημερτὲς ἐξέπεμψας ὡς εὐεργέτης,",black,
10511,,ᾌδουσι· Δόξα τῷ κράτει σου Κύριε».,black,
10512,"Κανών α', ᾨδὴ ε', τῆς Ἑορτῆς",,red,
10513,Ἦχος πλ. α',,red,
10514,Ὁ Εἱρμὸς,,red,
10515,,"«Ὀρθρίζοντες βοῶμέν σοι· Κύριε Σῶσον ἡμᾶς· σὺ γὰρ εἶ Θεὸς ἡμῶν, ἐκτός σου ἄλλον οὐκ οἴδαμεν».",black,
10516,,"Πληρώσας εὐφροσύνης τὰ σύμπαντα ἐλεῆμον, ταῖς ἄνω δυνάμεσι, μετὰ σαρκὸς ἐπεδήμησας.",black,
10517,,"Ἀγγέλων αἱ δυνάμεις, αἰρόμενόν σε ἰδοῦσαι, τὰς πύλας, ἐκραύγαζον, τῷ Βασιλεῖ ἡμῶν ἄρατε.",black,
10518,,"Ἀπόστολοι ἰδόντες ὑψούμενον, τὸν Σωτῆρα, ἐν τρόμῳ ἐκραύγαζον· τῷ Βασιλεῖ ἡμῶν δόξα σοι.",black,
10519,Θεοτοκίον,,red,
10520,,"Παρθένον μετὰ τόκον ὑμνοῦμέν σε, Θεοτόκε· σὺ γὰρ τὸν Θεὸν Λόγον, σαρκὶ τῷ κόσμῳ ἐκύησας.",black,
10521,"Κανών β', ᾨδὴ ε', τῆς Ἑορτῆς",,red,
10522,Ἦχος δ',,red,
10523,Ἐξέστη τὰ σύμπαντα,,red,
10524,,"Νεκρώσας τὸν θάνατον, τῷ σῷ θανάτῳ Κύριε, λαβὼν οὓς ἠγάπησας, ἀνῆλθες, τοῦ Ἐλαιῶνος εἰς ὄρος ἅγιον, κἀκεῖθεν ἀνέδραμες Χριστέ, πρός τὸν σὸν Γεννήτορα, νεφέλῃ ἐποχούμενος.",black,
10525,,"Ξένη σου ἡ Γέννησις ξένη σου ἡ Ἀνάστασις, ξένη καὶ φρικτή σου Ζωοδότα, ἡ ἐκ τοῦ ὄρους θεία Ἀνάληψις, ἣν ἐξεικονίζων Ἡλιού, τέθριππος ἀνήρχετο, ἀνυμνῶν σε φιλάνθρωπε.",black,
10526,,"Ὁρῶσιν ἐφθέγγοντο, τοῖς Ἀποστόλοις Ἄγγελοι, Ἄνδρες Γαλιλαῖοι· τὶ θαμβεῖσθε, τῇ Ἀναλήψει τοῦ Ζωοδότου Χριστοῦ; οὗτος ἥξει πάλιν ἐπὶ γῆς, κρῖναι κόσμον ἅπαντα, ὡς κριτὴς δικαιότατος.",black,
10527,Θεοτοκίον,,red,
10528,,"Παρθένον φυλάξας σε, μετὰ τὸν τόκον ἄφθορον, ἄνεισι Χριστὸς πρὸς τὸν Πατέρα, Θεογεννῆτορ, ὃν οὐ κατέλιπεν, εἰ καὶ σάρκα εἴληφεν ἐκ σοῦ, ἔννουν τε καὶ ἔμψυχον, διὰ ἔλεος ἄφατον.",black,
10529,Καταβασία,,red,
10530,,"«Λυτήριον κάθαρσιν ἀμπλακημάτων,",black,
10531,,"Πυρίπνοον δέξασθε Πνεύματος δρόσον,",black,
10532,,Ὦ τέκνα φωτόμορφα τῆς Ἐκκλησίας.,black,
10533,,"Νῦν ἐκ Σιὼν γὰρ ἐξελήλυθε νόμος,",black,
10534,,Ἡ γλωσσοπυρσόμορφος Πνεύματος χάρις».,black,
10535,"Κανών α', ᾨδὴ ς', τῆς Ἑορτῆς",,red,
10536,Ἦχος πλ. α',,red,
10537,Ὁ Εἱρμὸς,,red,
10538,,"«Ἐκύκλωσέ με ἄβυσσος, ταφή μοι τὸ κῆτος ἐγένετο· ἐγὼ δὲ ἐβόησα πρὸς σὲ τὸν φιλάνθρωπον καὶ ἔσωσέ με ἡ δεξιά σου Κύριε».",black,
10539,,"Ἐσκίρτησαν Ἀπόστολοι, ὁρῶντες μετάρσιον σήμερον, τὸν κτίστην αἰρόμενον ἐλπίδι τοῦ Πνεύματος, καὶ φόβῳ ἔκραζον· Δόξα τῇ ἀνόδῳ σου.",black,
10540,,"Ἐπέστησαν οἱ Ἄγγελοι, βοῶντες Χριστέ, τοῖς Μαθηταῖς σου· ὃν τρόπον κατείδετε, Χριστὸν ἀνερχόμενον, σαρκὶ ἐλεύσεται, δίκαιος πάντων κριτής.",black,
10541,,"Ὡς εἶδόν σε Σωτὴρ ἡμῶν, δυνάμεις αἱ οὐράνιαι, εἰς ὕψος αἰρόμενον σύσσωμον, ἐκραύγαζον λέγουσαι· μεγάλη Δέσποτα ἡ φιλανθρωπία σου.",black,
10542,Θεοτοκίον,,red,
10543,,"Βάτον σε ἀκατάφλεκτον, καὶ ὄρος καὶ κλίμακα ἔμψυχον, καὶ πύλην οὐράνιον, ἀξίως δοξάζομεν, Μαρία ἔνδοξε, ὀρθοδόξων καύχημα.",black,
10544,"Κανών β', ᾨδὴ ς', τῆς Ἑορτῆς",,red,
10545,Ἦχος δ',,red,
10546,Τὴν θείαν ταύτην,,red,
10547,,"Ῥανάτωσαν ἡμῖν ἄνωθεν, νεφέλαι εὐφροσύνην αἰώνιον· Χριστὸς νεφέλη γάρ, ὡς Χερουβὶμ ἐποχούμενος, πρὸς τὸν αὐτοῦ Πατέρα ἄνεισι σήμερον.",black,
10548,,"Σαρκὸς φανεὶς ὁμοιώματι, τὰ πρῴην διεστῶτα συνήγαγες εἰς ἕν, φιλάνθρωπε, καὶ ἀνελήφθης ὁρώντων σε, τῶν Μαθητῶν οἰκτίρμον, πρὸς τὰ οὐράνια.",black,
10549,,"Τί ἐρυθρὰ τὰ ἱμάτια, σαρκὸς τοῦ ἑνωθέντος παχύτητι; ἅγιοι Ἄγγελοι, Χριστὸν ὁρῶντες ἐφθέγγοντο Πάθους τιμίου θεῖα, φέροντα σύμβολα.",black,
10550,Θεοτοκίον,,red,
10551,,"Ὑμνοῦμεν Κόρη τὴν σύλληψιν, ὑμνοῦμέν σου τὴν ἄρρητον γέννησιν, δι' ἧς ἐρρύσθημεν καταφθορᾶς, καὶ κακώσεως, καὶ ζοφερᾶς τοῦ ᾍδου, Ἁγνὴ καθείρξεως.",black,
10552,Καταβασία,,red,
10553,,"«Ἱλασμὸς ἡμῖν Χριστὲ καὶ σωτηρία,",black,
10554,,"Ὁ Δεσπότης ἔλαμψας ἐκ τῆς Παρθένου,",black,
10555,,"Ἵν', ὡς προφήτην θηρὸς ἐκ θαλαττίου",black,
10556,,"Στέρνων Ἰωνᾶν, τῆς φθορᾶς διαρπάσῃς",black,
10557,,"Ὅλον τὸν Ἀδάμ, παγγενῆ πεπτωκότα».",black,
10558,Κοντάκιον,,red,
10559,Ἦχος πλ. β',,red,
10560,Αὐτόμελον,,red,
10561,,"Τὴν ὑπὲρ ἡμῶν πληρώσας οἰκονομίαν, καὶ τὰ ἐπὶ γῆς ἑνώσας τοῖς οὐρανίοις, ἀνελήφθης ἐν δόξῃ, Χριστε ὁ Θεὸς ἡμῶν, οὐδαμόθεν χωριζόμενος, ἀλλὰ μένων ἀδιάστατος, καὶ βοῶν τοῖς ἀγαπῶσί σε· Ἐγώ εἰμι μεθ' ὑμῶν,",black,
10562,Ὁ Οἶκος,,red,
10563,,"Τὰ τῆς γῆς ἐπὶ τῆς γῆς καταλιπόντες, τὰ τῆς τέφρας τῷ χοῒ παραχωροῦντες, δεῦτε ἀνανήψωμεν, καὶ εἰς ὕψος ἐπάρωμεν, ὄμματα καὶ νοήματα, πετάσωμεν τὰς ὄψεις ὁμοῦ καὶ τὰς αἰσθήσεις, ἐπὶ τὰς οὐρανίους πύλας οἱ θνητοί, νομίσωμεν εἶναι τοῦ Ἐλαιῶνος εἰς ὄρος, καὶ ἀτενίζειν τῷ λυτρουμένῳ ἐπὶ νεφέλης ἐποχουμένῳ· ἐκεῖθεν γὰρ ὁ Κύριος εἰς οὐρανοὺς ἀνέδραμεν, ἐκεῖ καὶ ὁ φιλόδωρος τὰς δωρεὰς διένειμε τοῖς Ἀποστόλοις αὐτοῦ, καλέσας ὡς Πατήρ, καὶ στηρίξας αὐτούς, ὁδηγήσας ὡς Υἱούς, καὶ λέξας πρὸς αὐτούς, οὐ χωρίζομαι ὑμῶν. Ἐγώ εἰμι μεθ' ὑμῶν,",black,
10564,ΣΥΝΑΞΑΡΙΟΝ,,red,
10565,,"Τῇ αὐτῇ ἡμέρᾳ Πέμπτῃ τῆς ἕκτης Ἑβδομάδος ἀπὸ τοῦ Πάσχα, τὴν Ἀνάληψιν ἑορτάζομεν τοῦ Κυρίου καὶ Θεοῦ καὶ Σωτῆρος ἡμῶν Ἰησοῦ Χριστοῦ.",black,
10566,Στίχοι,,red,
10567,,"Ἐκ δεξιᾶς καθίσας πατρικῆς Λόγε,",black,
10568,,Μύσταις παρασχὼν πίστιν ἀσφαλεστέραν.,black,
10569,"Κανών α', ᾨδὴ ζ', τῆς Ἑορτῆς",,red,
10570,Ἦχος πλ. α',,red,
10571,Ὁ Εἱρμὸς,,red,
10572,,"«Ὁ ἐν καμίνῳ πυρός, τοὺς ὑμνολόγους σώσας Παῖδας, εὐλογητὸς ὁ Θεός, ὁ τῶν Πατέρων ἡμῶν».",black,
10573,,"Ὁ ἐν νεφέλῃ φωτός, ἀναληφθεὶς καὶ σώσας κόσμον, εὐλογητὸς ὁ Θεός, ὁ τῶν πατέρων ἡμῶν.",black,
10574,,"Ἐπὶ τῶν ὤμων Χριστέ, τὴν πλανηθεῖσαν ἄρας φύσιν, ἀναληφθείς, τῷ Θεῷ καὶ Πατρὶ προσήγαγες.",black,
10575,,"Ὁ ἀνελθὼν ἐν σαρκί, πρὸς τὸν ἀσώματον Πατέρα, εὐλογητὸς ὁ Θεός, ὁ τῶν Πατέρων ἡμῶν.",black,
10576,,"Τὴν νεκρωθεῖσαν ἡμῶν, τῇ ἁμαρτίᾳ φύσιν ἄρας, τῷ σῷ ἰδίῳ Πατρὶ Σῶτερ προσήγαγες.",black,
10577,Θεοτοκίον,,red,
10578,,"Ὁ ἐκ Παρθένου τεχθείς, ἣν Θεοτόκον ἀπειργάσω, εὐλογητὸς ὁ Θεός, ὁ τῶν Πατέρων ἡμῶν.",black,
10579,"Κανών β', ᾨδὴ ζ', τῆς Ἑορτῆς",,red,
10580,Ἦχος δ',,red,
10581,Οὐκ ἐλάτρευσαν,,red,
10582,,"Φωτεινή σε, φῶς ὑπάρχοντα ὑπέλαβε, νεφέλη Κύριε, ἀπὸ τῆς γῆς ὑπὲρ νοῦν, ἀναλαμβανόμενον, καὶ ἐπουράνιοι, δῆμοι ᾔνεσαν σὺν Ἀποστόλοις λέγοντες, ὁ Θεὸς εὐλογητός εἶ.",black,
10583,,"Χεῖρας ἅπαντες, γηθόμενοι κροτήσωμεν, τῇ Ἀναλήψει Χριστοῦ, καὶ ἀλαλάξωμεν· Ἀνέβη ὁ Κύριος, ἐν φωνῇ σάλπιγγος, καὶ ἐκάθισεν, ἐκ δεξιῶν ὡς σύνθρονος, τοῦ Πατρὸς εἰς τοὺς αἰῶνας.",black,
10584,,"Ψάλλων πάλαι Μωϋσῆς ὁ μέγας ἔκραζε· Προσκυνησάτωσαν ἀνερχομένῳ Χριστῷ οὐράνιοι Ἄγγελοι, ὡς τοῦ παντὸς Βασιλεῖ. ᾯ κραυγάζομεν· ὁ τῶν Πατέρων Κύριος, καὶ Θεὸς εὐλογητὸς εἶ.",black,
10585,Θεοτοκίον,,red,
10586,,"Ὢ θαυμάτων παραδόξων! πῶς ἐχώρησας Θεὸν ἀχώρητον, θεοχαρίτωτε, τὸν σάρκα πτωχεύσαντα, καὶ μετὰ δόξης πολλῆς, εἰς οὐράνια, ἀναληφθέντα σήμερον, καὶ ζωώσαντα ἀνθρώπους;",black,
10587,Καταβασία,,red,
10588,,"«Σύμφωνον ἐθρόησεν ὀργάνων μέλος,",black,
10589,,"Σέβειν τὸ χρυσότευκτον ἄψυχον βρέτας,",black,
10590,,"Ἡ τοῦ Παρακλήτου δὲ φωσφόρος χάρις,",black,
10591,,"Σεβασμιάζει τοῦ βοᾶν· Τριὰς μόνη,",black,
10592,,"Ἰσοσθενής, ἄναρχος, εὐλογητὸς εἶ».",black,
10593,"Κανών α', ᾨδὴ η', τῆς Ἑορτῆς",,red,
10594,Ἦχος πλ. α',,red,
10595,Ὁ Εἱρμὸς,,red,
10596,,"«Τὸν ἐκ Πατρὸς πρὸ αἰώνων, γεννηθέντα Υἱὸν καὶ Θεόν, καὶ ἐπ' ἐσχάτων τῶν χρόνων σαρκωθέντα ἐκ Παρθένου Μητρός, ἱερεῖς ὑμνεῖτε, λαὸς ὑπερυψοῦτε, εἰς πάντας τοὺς αἰῶνας».",black,
10597,,"Τὸν ἐν δυσὶ ταῖς οὐσίαις, ἀναστάντα ζωοδότην Χριστόν, εἰς οὐρανοὺς μετὰ δόξης καὶ Πατρὶ συγκαθεζόμενον, ἱερεῖς ὑμνεῖτε, λαὸς ὑπερυψοῦτε, εἰς πάντας τούς αἰῶνας.",black,
10598,,"Τὸν ἐκ δουλείας τὴν κτίσιν, τῶν εἰδώλων λυτρωσάμενον, καὶ παραστήσαντα ταύτην, ἐλευθέραν τῷ ἰδίῳ Πατρί, σὲ Σωτὴρ ὑμνοῦμεν, καὶ σὲ ὑπερυψοῦμεν, εἰς πάντας τοὺς αἰῶνας.",black,
10599,,"Τὸν τῇ αὐτοῦ καταβάσει, καθελόντα τὸν ἀντίπαλον, καὶ τῇ αὐτοῦ ἀναβάσει, ἀνυψώσαντα τὸν ἄνθρωπον, ἱερεῖς ὑμνεῖτε, λαὸς ὑπερυψοῦτε, εἰς πάντας τοὺς αἰῶνας.",black,
10600,Θεοτοκίον,,red,
10601,,"Τῶν Χερουβὶμ ὑπερτέρα, ἀνεδείχθης Θεοτόκε ἁγνή, ἐν τῇ γαστρί σου τὸν τούτοις, ἐποχούμενον βαστάσασα, ὃν σὺν ἀσωμάτοις, βροτοὶ δοξολογοῦμεν, εἰς πάντας τούς αἰῶνας.",black,
10602,"Κανών β', ᾨδὴ η', τῆς Ἑορτῆς",,red,
10603,Ἦχος δ',,red,
10604,Παίδας εὐαγεῖς,,red,
10605,,"Ὤφθησαν οἱ νόες Ἀποστόλοις, ἐν τῇ, Ἀναλήψει καὶ ἐφθέγγοντο· Τί ἐνατενίζοντες, ἵστασθε θαμβούμενοι; οὗτος ὁ ἀνερχόμενος εἰς τὰ οὐράνια, ἐλεύσεται καὶ πάλιν τοῦ κρῖναι, τοὺς ἐν γῇ ἀνθρώπους, κριτὴς ὑπάρχων μόνος.",black,
10606,,"Δῶμεν τῷ Θεῷ μεγαλωσύνην, αἰνέσεως συμφωνίᾳ ἀλαλάξωμεν· ᾄσωμεν, χορεύσωμεν, χεῖράς τε κροτήσωμεν. Ἀνέβη ὁ Θεὸς ἡμῶν, εἰς οὐρανοὺς ἀπὸ γῆς, Ἀγγέλων, Ἀρχαγγέλων ὑμνούντων, τοῦτον ὡς Δεσπότην, καὶ ποιητὴν τῶν ὅλων.",black,
10607,,"Ἤρθη ὑπεράνω τῶν Ἀγγέλων, ἡ φύσις ἡμῶν, ἡ πάλαι ἔκπτωτος, καὶ θρόνῳ ἐνίδρυται, θείῳ ὑπὲρ ἔννοιαν. Δεῦτε πανηγυρίσωμεν, καὶ ἀνακράξωμεν· Τὸν Κύριον ὑμνεῖτε τὰ ἔργα, καὶ ὑπερυψοῦτε εἰς πάντας τοὺς αἰῶνας.",black,
10608,Θεοτοκίον,,red,
10609,,"Ἰδοὺ ὁ Υἱός σου Θεοτόκε, σκυλεύσας Σταυρῷ αὐτοῦ τὸν θανατον, ἀνέστη τριήμερος, καὶ τοῖς Μαθηταῖς αὐτοῦ, ἐμφανισθεὶς ἀνέδραμε, πρὸς τὰ οὐράνια· μεθ' οὗ σε προσκυνοῦντες ὑμνοῦμεν, καὶ δοξολογοῦμεν εἰς πάντας τοὺς αἰῶνας.",black,
10610,Καταβασία,,red,
10611,,"«Λύει τὰ δεσμά, καὶ δροσίζει τὴν φλόγα,",black,
10612,,Ὁ τρισσοφεγγὴς τῆς θεαρχίας τύπος.,black,
10613,,"Ὑμνοῦσι Παῖδες, εὐλογεῖ δὲ τὸν μόνον",black,
10614,,"Σωτῆρα καὶ παντουργόν, ὡς εὐεργέτην,",black,
10615,,Ἡ δημιουργηθεῖσα σύμπασα κτίσις».,black,
10616,"Κανών α', ᾨδὴ θ', τῆς Ἑορτῆς",,red,
10617,Ἦχος πλ. α',,red,
10618,Ὁ Εἱρμὸς,,red,
10619,,"«Σὲ τὴν ὑπὲρ νοῦν καὶ λόγον Μητέρα Θεοῦ, τὴν ἐν χρόνῳ τὸν ἄχρονον ἀφράστως κυήσασαν, οἱ πιστοὶ ὁμοφρόνως μεγαλύνομεν».",black,
10620,,"Σὲ τὸν λυτρωτὴν τοῦ κόσμου, Χριστὸν τὸν Θεόν, οἱ Ἀπόστολοι βλέποντες, ἐνθέως ὑψούμενον, μετὰ δέους σκιρτῶντες ἐμεγάλυνον.",black,
10621,,"Σοῦ τὴν θεωθεῖσαν σάρκα ὁρῶντες Χριστέ, ἐν τῷ ὕψει οἱ Ἄγγελοι, ἀλλήλοις διένευον· Ἀληθῶς οὗτός ἐστιν ὁ Θεὸς ἡμῶν.",black,
10622,,"Σὲ τῶν ἀσωμάτων τάξεις Χριστὲ ὁ Θεός, ἐν νεφέλαις αἰρόμενον ἰδοῦσαι ἐκραύγαζον· τῷ τῆς δόξης Βασιλεῖ πύλας ἄρατε.",black,
10623,,"Σὲ τὸν καταβάντα ἕως ἐσχάτου τῆς γῆς, καὶ τὸν ἄνθρωπον σώσαντα, καὶ τῇ ἀναβάσει σου ἀνυψώσαντα, τοῦτον μεγαλύνομεν.",black,
10624,Θεοτοκίον,,red,
10625,,"Χαῖρε Θεοτόκε Μήτηρ Χριστοῦ τοῦ Θεοῦ, ὃν ἐκύησας, σήμερον, ἐκ γῆς ἀνιπτάμενον, σὺν Ἄγγέλοις ὁρῶσα ἐμεγάλυνες.",black,
10626,"Κανών β', ᾨδὴ θ', τῆς Ἑορτῆς",,red,
10627,Ἦχος δ',,red,
10628,Ἅπας γηγενὴς Μεγαλυνάριον,,red,
10629,,"Ὢ τῶν δωρεῶν, τῶν ὑπὲρ κατάληψιν! ὢ μυστηρίου φρικτοῦ! πάντων ὁ δεσπόζων γάρ, ἐκ γῆς ἀπαίρων πρὸς τὰ οὐράνια, τοῖς Μαθηταῖς ἀπέστειλε, Πνεῦμα τὸ ἅγιον, τὸ φωτίσαν τούτων τὴν διάνοιαν, καὶ πυρίνους τελέσαν ἐν χάριτι.",black,
10630,,"Στίφει Μαθητῶν, ὁ Κύριος ἔφησεν· Ὑμεῖς καθίσατε, εἰς Ἱεροσόλυμα, κἀγὼ ἐκπέμψω ὑμῖν Παράκλητον, ἄλλον, Πατρὶ τὸν σύνθρονον, κἀμοὶ ὁμότιμον, ὃν ὁρᾶτε, ἀναλαμβανόμενον, καὶ νεφέλῃ φωτὸς ἐποχούμενον.",black,
10631,,"Ἤρθη ἐμφανῶς, ἡ μεγαλοπρέπεια, ἄνωθεν τῶν οὐρανῶν, τοῦ σαρκὶ πτωχεύσαντος, καὶ συνεδρίᾳ Πατρὸς τετίμηται, φύσις ἡμῶν ἡ ἔκπτωτος. Πανηγυρίσωμεν, καὶ συμφώνως πάντες ἀλαλάξωμεν, καὶ κροτήσωμεν χεῖρας γηθόμενοι.",black,
10632,Θεοτοκίον,,red,
10633,,"Φῶς τὸ ἐκ φωτός, ἐκλάμψαν πανάμωμε, ἐκ σοῦ ἀνέτειλε, καὶ τὴν ἀμαυρότητα, τῆς ἀθεΐας πᾶσαν διέλυσε, καὶ τοὺς νυκτὶ καθεύδοντας ἐφωταγώγησε· διὰ τοῦτο πάντες κατὰ χρέος σε, εἰς αἰῶνας ἀεὶ μακαρίζομεν.",black,
10634,Καταβασία,,red,
10635,,"«Χαίροις Ἄνασσα, μητροπάρθενον κλέος·",black,
10636,,"Ἄπαν γὰρ εὐδίνητον εὔλαλον στόμα,",black,
10637,,"Ῥητρεῦον, οὐ σθένει σε μέλπειν ἀξίως,",black,
10638,,ἰλιγγιᾷ δὲ νοῦς ἅπας σου τὸν τόκον,black,
10639,,Νοεῖν· ὅθεν σε συμφώνως δοξάζομεν».,black,
10640,Ἐξαποστειλάριον,,red,
10641,Ἦχος β',,red,
10642,Αὐτόμελον (Ἐκ γ'),,red,
10643,,"Τῶν Μαθητῶν ὁρώντων σε ἀνελήφθης, Χριστὲ πρὸς τὸν Πατέρα συνεδριάζων, Ἄγγελοι προτρέχοντες ἐκραύγαζον· Ἄρατε πύλας ἄρατε· ὁ Βασιλεὺς γὰρ ἀνῆλθε, πρὸς τήν ἀρχίφωτον δόξαν.",black,
10644,"Εἰς τοὺς Αἴνους, ἱστῶμεν Στίχους δ' καὶ ψάλλομεν Στιχηρὰ Προσόμοια τοῦ Ἁγίου.",,red,
10645,Στιχηρὰ Προσόμοια,,red,
10646,Ἦχος α',,red,
10647,Τῶν οὐρανίων ταγμάτων,,red,
10648,,"Ἀγγελικῶς οἱ ἐν κόσμῳ, πανηγυρίσωμεν, τῷ ἐπὶ θρόνου δόξης, Θεῷ ἐποχουμένῳ, κραυγάζοντες τὸν ὕμνον· Ἅγιος εἶ, ὁ Πατὴρ ὁ οὐράνιος, ὁ συναΐδιος Λόγος, Ἅγιος εἶ, καὶ τὸ Πνεῦμα τὸ πανάγιον.",black,
10649,Ἦχος α',,red,
10650,,"Ἀγγελικῶς οἱ ἐν κόσμῳ, πανηγυρίσωμεν, τῷ ἐπὶ θρόνου δόξης, Θεῷ ἐποχουμένῳ, κραυγάζοντες τὸν ὕμνον· Ἅγιος εἶ, ὁ Πατὴρ ὁ οὐράνιος, ὁ συναΐδιος Λόγος, Ἅγιος εἶ, καὶ τὸ Πνεῦμα τὸ πανάγιον.",black,
10651,Ἦχος α',,red,
10652,,"Οἱ ἀρχηγοὶ τῶν Ἀγγέλων, κατανοοῦντες Σωτήρ, τὸ τῆς ἀνόδου ξένον, διηπόρουν ἀλλήλοις· Τίς ἡ θέα αὕτη; ἄνθρωπος μέν, τῇ μορφῇ ὁ ὁρώμενος, ὡς δὲ Θεός, ὑπεράνω τῶν οὐρανῶν, μετὰ σώματος ἀνέρχεται.",black,
10653,Ἦχος α',,red,
10654,,"Οἱ Γαλιλαῖοι ὁρῶντες, ἀναληφθέντα σε, ἀπὸ τοῦ Ἐλαιῶνος, μετὰ σώματος Λόγε, ἤκουον Ἀγγέλων, βοώντων αὐτοῖς· Τί ἑστήκατε βλέποντες; οὗτος ἐλεύσεται πάλιν μετὰ σαρκός, καθ' ὃν τρόπον ἐθεάσασθε.",black,
10655,,Δόξα... Καὶ νῦν...,black,
10656,Ἦχος β',,red,
10657,,"Ἐτέχθης, ὡς αὐτὸς ἠθέλησας, ἐφάνης, ὡς αὐτὸς ἠβουλήθης, ἔπαθες σαρκί, ὁ Θεὸς ἡμῶν, ἐκ νεκρῶν ἀνέστης, πατήσας τὸν θάνατον, ἀνελήφθης ἐν δόξῃ, ὁ τὰ σύμπαντα πληρῶν, καὶ ἀπέστειλας ἡμῖν Πνεῦμα θεῖον, τοῦ ἀνυμνεῖν καὶ δοξάζειν σου τὴν Θεότητα.",black,
10658,Μεγάλη Δοξολογία,,red,
10659,"Ἀντίφωνον Α', Ἦχος β'Στίχ. α'",,red,
10660,,Πάντα τὰ ἔθνη κροτήσατε χεῖρας ἀλαλάξατε τῷ Θεῷ ἐν φωνῇ ἀγαλλιάσεως.,black,
10661,Στίχ. β',,red,
10662,,"Ὅτι Κύριος ὕψιστος, φοβερός, βασιλεὺς μέγας ἐπὶ πᾶσαν τὴν γῆν.",black,
10663,Στίχ. γ',,red,
10664,,"Ὑπέταξας λαοὺς ἡμῖν, καὶ ἔθνη ὑπὸ τοὺς πόδας ἡμῶν.",black,
10665,"Ἀντίφωνον Β', Ἦχος β'Στίχ. α'",,red,
10666,,"Μέγας Κύριος, καὶ αἰνετὸς σφόδρα.",black,
10667,,"Σῶσον ἡμᾶς, Υἱὲ Θεοῦ,",black,
10668,,"ψάλλοντάς σοι, Ἀλληλούϊα.",black,
10669,Στίχ. β',,red,
10670,,Ὅ Θεὸς ἐν ταῖς βάρεσιν αὐτῆς γινώσκεται.,black,
10671,Στίχ. γ',,red,
10672,,Ὅτι Ἰδοὺ οἱ βασιλεῖς τῆς γῆς συνήχθησαν.,black,
10673,"Ἀντίφωνον Γ', Ἦχος δ'Στίχ. α'",,red,
10674,,Ἀκούσατε ταῦτα πάντα τὰ ἔθνη.,black,
10675,,"Ἀνελήφθης ἐν δόξῃ, Χριστὲ ὁ Θεὸς ἡμῶν, χαροποιήσας τοὺς Μαθητάς, τῇ ἐπαγγελίᾳ τοῦ ἁγίου Πνεύματος· βεβαιωθέντων αὐτῶν διὰ τῆς εὐλογίας, ὅτι σὺ εἶ ὁ Υἱός τοῦ Θεοῦ, ὁ λυτρωτὴς τοῦ κόσμου.",black,
10676,Στίχ. β',,red,
10677,,"Τὸ στόμα μου λαλήσει σοφίαν, καὶ ἡ μελέτη τῆς καρδίας μου σύνεσιν.",black,
10678,Στίχ. γ',,red,
10679,,"Κλινῶ εἰς παραβολὴν τὸ οὖς μου, ἀνοίξω ἐν ψαλτηρίῳ τὸ πρόβλημά μου.",black,
10680,Εἰσοδικὸν,,red,
10681,,"Ἀνέβη ὁ Θεὸς ἐν ἀλαλαγμῷ, Κύριος ἐν φωνῇ σάλπιγγος. Σῶσον ἡμᾶς, Υἱὲ Θεοῦ, ὁ ἐν δόξῃ...",black,
10682,Προκείμενον Ἦχος βαρὺς,,red,
10683,,"Ὑψώθητι ἐπὶ τοὺς οὐρανούς, ὁ Θεός.",black,
10684,Στίχ.,,red,
10685,,Ἑτοίμη ἡ καρδία μου ὁ Θεός.,black,
10686,Ἀλληλούϊα Ἦχος β',,red,
10687,,Πάντα τὰ ἔθνη κροτήσατε χεῖρας.,black,
10688,Στίχ.,,red,
10689,,Ἀνέβη ὁ Θεὸς ἐν ἀλαλαγμῷ...,black,
10690,Μεγαλυνάριον,,red,
10691,Ἦχος πλ. α',,red,
10692,Ὁ Εἱρμὸς,,red,
10693,,"«Σὲ τὴν ὑπὲρ νοῦν καὶ λόγον Μητέρα Θεοῦ, τὴν ἐν χρόνῳ τὸν ἄχρονον ἀφράστως κυήσασαν, οἱ πιστοὶ ὁμοφρόνως μεγαλύνομεν».",black,
10694,Κοινωνικὸν,,red,
10695,,"Ἀνέβη ὁ Θεὸς ἐν ἀλαλαγμῷ, Κύριος ἐν φωνῇ σάλπιγγος, Ἀλληλούϊα.",black,
10696,ΠΕΝΤΗΚΟΣΤΑΡΙΟΝ,,red,temp
10697,ΕΝ Τῼ ΕΣΠΕΡΙΝῼ,,red,temp
10698,Στιχηρὰ Ἰδιόμελα τῆς Ἑορτῆς,,red,
10699,Ἦχος α',,red,
10700,,"Ἀνελθὼν εἰς οὐρανούς· ὅθεν καὶ κατῆλθες, μὴ ἐάσῃς ἡμᾶς ὀρφανοὺς Κύριε, ἐλθέτω σου τὸ Πνεῦμα, φέρον εἰρήνην τῷ κόσμῳ, δεῖξον τοῖς Υἱοῖς τῶν ἀνθρώπων, ἔργα δυνάμεώς σου, Κύριε φιλάνθρωπε.",black,
10701,Ἦχος α',,red,
